#nrNodes nrCollisions nrTransmissions OverallEnergy  ExperimentNumer SendDuration
200 0 1590 359.34142464000007 0 900000
200 0 1594 155.991441408 6 900000
200 0 1580 6.97242624 8 900000
200 0 1645 4.4438688 5 900000
200 0 1555 6.542046719999999 7 900000
200 0 15843 447.56652441600005 7 90000
200 0 157894 2358.3148892160007 7 9000
