#nrNodes nrCollisions Transmission Processed Received Received Throughput OverallEnergy  DER ExperimentNumer SendDuration
1000      230515/327098      327097            96583   4.471435185185185      73924.44107980802      0.2952723648570153      0      1320000
1000      3999/326620      326619            322620   14.936111111111112      13794.908624640011      0.9877533525197477      6      1320000
1000      5511/327863      327862            322351   14.923657407407408      15922.918581504036      0.9831880999075834      8      1320000
1000      5529/327126      319906            314377   14.554490740740741      12123.991658304009      0.961027249439054      5      1320000
1000      0.7041715466547298      326160            96487   4.466990740740741      73712.90424115205      0.29582538738418335      0      1320000
1000      0.0125199403549919      326599            322510   14.931018518518519      13763.981873664034      0.9874800596450081      6      1320000
1000      0.01714212339760738      327088            321481   14.88337962962963      15902.949950976004      0.9828548193305187      8      1320000
1000      0.017037879321917537      319130            313571   14.517175925925926      12176.395339392015      0.9610694111985975      5      1320000
1000      0.7051527914139514      326948            96400   4.462962962962963      73890.76694630398      0.29484720858604857      0      1320000
1000      0.012771337478470127      327452            323270   14.966203703703703      13837.28535552001      0.9872286625215299      6      1320000
1000      0.017269653965607278      327452            321797   14.89800925925926      15884.77836211199      0.9827272921610124      8      1320000
1000      0.01677650188835033      319882            314396   14.55537037037037      12172.361592000014      0.9614409565602973      5      1320000
1000      0.7058643468039647      326683            96089   4.448564814814815      73831.32871065591      0.2941325921527093      0      1320000
1000      0.012349916339276411      326318            322288   14.92074074074074      13758.83826662402      0.9876500836607236      6      1320000
1000      0.016939006139091658      327410            321864   14.901111111111112      15869.282094336017      0.9830609938609084      8      1320000
1000      0.016985021131886213      319815            314261   14.549120370370371      12146.252610048028      0.9610604475923106      5      1320000
1000      0.7052178574163412      326468            96238   4.455462962962963      73783.64252159995      0.2947790795619879      0      1320000
1000      0.012333638056336048      327073            323039   14.955509259259259      13813.495525632023      0.987666361943664      6      1320000
1000      0.016959945140394058      326652            321112   14.866296296296296      15854.601286656018      0.983040054859606      8      1320000
1000      0.017039266791478533      319629            314059   14.53976851851852      12168.325924416029      0.9607423858644445      5      1320000
1000      0.7058350014385495      326711            96105   4.449305555555555      73838.56073932796      0.2941527555873873      0      1320000
1000      0.012405672213619923      326786            322732   14.941296296296295      13805.95894656002      0.9875943277863801      6      1320000
1000      0.01705052505470593      327204            321625   14.890046296296296      15881.073702912      0.982949474945294      8      1320000
1000      0.016323123864963526      319893            314554   14.562685185185185      12168.04292812802      0.9616976782580515      5      1320000
1000      0.7054951844115012      326953            96290   4.457870370370371      73893.02695526395      0.29450175710104326      0      1320000
1000      0.012342589257918608      327646            323602   14.981574074074073      13860.555633408027      0.9876574107420814      6      1320000
1000      0.017861663611435614      327853            321997   14.907268518518519      15859.751026944017      0.9821383363885644      8      1320000
1000      0.01684227916880828      319603            314098   14.541574074074074      12126.162054912018      0.9609675208654576      5      1320000
1000      0.7053492585836549      327277            96432   4.464444444444444      73965.34724198403      0.2946476859193532      0      1320000
1000      0.012168946504738796      328459            324462   15.02138888888889      13851.789270528016      0.9878310534952612      6      1320000
1000      0.016920670582581628      326701            321173   14.86912037037037      15801.445313280003      0.9830793294174184      8      1320000
1000      0.016457859988930238      319739            314357   14.553564814814814      12169.50715680002      0.9612864163025164      5      1320000
1000      0.705144241208366      326986            96413   4.463564814814815      73899.35498035197      0.29485270056607754      0      1320000
1000      0.012469854355759761      327991            323901   14.995416666666667      13875.946242048016      0.9875301456442402      6      1320000
1000      0.01754702057942424      327463            321717   14.894305555555556      15848.152320000025      0.9824529794205757      8      1320000
1000      0.016456017027046008      320236            314847   14.57625      12169.126458239998      0.9614265342205149      5      1320000
1000      0.7036185694513069      325846            96574   4.471018518518519      73641.71395891203      0.29637836162370684      0      1320000
1000      0.01243167934840853      326585            322525   14.931712962962964      13760.466272256026      0.9875683206515915      6      1320000
1000      0.016697576770292023      326754            321298   14.874907407407408      15779.536388352006      0.983302423229708      8      1320000
1000      0.01633860681873927      318871            313542   14.515833333333333      12096.083636736006      0.9613134657836645      5      1320000
1000      0.7060476697598204      327711            96330   4.459722222222222      74063.43163084802      0.2939462273391657      0      1320000
1000      0.012433735234939408      326531            322471   14.929212962962962      13737.102888960027      0.9875662647650606      6      1320000
1000      0.017342841952811338      327282            321606   14.889166666666666      15867.297828096      0.9826571580471887      8      1320000
1000      0.016018229952079355      321100            315842   14.622314814814814      12133.902560639992      0.9621966117391874      5      1320000
1000      0.7052398014930749      327639            96575   4.471064814814815      74048.28957081602      0.2947540943579351      0      1320000
1000      0.0127742370388528      326360            322191   14.91625      13755.094603008014      0.9872257629611472      6      1320000
1000      0.017770168009417088      327064            321252   14.872777777777777      15858.348734975989      0.9822267744943666      8      1320000
1000      0.01644370292339262      321039            315638   14.61287037037037      12179.670499776006      0.960980837499315      5      1320000
1000      0.7049181329983465      327174            96544   4.46962962962963      73942.29515059205      0.29508186700165356      0      1320000
1000      0.012802878970402111      327895            323697   14.985972222222221      13769.590027776014      0.9871971210295979      6      1320000
1000      0.017354675652906486      326425            320760   14.85      15834.842462208007      0.9826453243470935      8      1320000
1000      0.01591733128881205      320102            314891   14.578287037037038      12182.161862976      0.9618546088783948      5      1320000
1000      0.7036697837826248      326472            96744   4.478888888888889      73784.09452339204      0.2963271532144684      0      1320000
1000      0.012246495105681812      327113            323107   14.958657407407408      13820.168246016      0.9877504478560991      6      1320000
1000      0.016918053275173376      326456            320933   14.858009259259259      15870.060053759991      0.9830819467248266      8      1320000
1000      0.017101836434718437      320723            315115   14.588657407407407      12206.152703039985      0.9609567025902818      5      1320000
