#nrNodes nrCollisions nrTransmissions OverallEnergy  ExperimentNumer
20 0 20 4.520017920000001 0
20 0 240 54.24021504000004 0
20 220 240 54.24021504000004 0
20 0 240 54.24021504000004 0
20 0 240 54.24021504000004 0
20 0 240 54.24021504000001 0
20 0 1155 50.27033088 3
